# Standard Model thermodynamics at O(g^4) [1503.04935]                                                    
#   Disclaimer: We do not recommend taking numerical derivatives from any of the functions, but rather    
#   directly using the derivative functions listed.  Theoretical errors are on the ~ 1% level.            
# Update Dec 2019                                    
#   The decoupling of neutrinos at T < 2 MeV has been incorporated into the results.                      
# Columns:                                           
    T[MeV]    p/T^4    e/T^4    s/T^3    c/T^3    w=p/e    c_s^2    g_eff    h_eff    i_eff
    0.30214815E+03    0.49949253E+01    0.18079938E+02    0.23074863E+02    0.77916466E+02    0.27626894E+00    0.29614874E+00    0.54956421E+02    0.52604380E+02    0.59209414E+02
    0.30220226E+03    0.49954794E+01    0.18080935E+02    0.23076414E+02    0.77860653E+02    0.27628436E+00    0.29638095E+00    0.54959451E+02    0.52607916E+02    0.59167002E+02
    0.30225893E+03    0.49960595E+01    0.18081977E+02    0.23078037E+02    0.77910775E+02    0.27630051E+00    0.29621110E+00    0.54962619E+02    0.52611615E+02    0.59205090E+02
    0.30231826E+03    0.49966667E+01    0.18083067E+02    0.23079734E+02    0.77857963E+02    0.27631743E+00    0.29643382E+00    0.54965933E+02    0.52615484E+02    0.59164958E+02
    0.30238038E+03    0.49973022E+01    0.18084205E+02    0.23081507E+02    0.77881655E+02    0.27633519E+00    0.29636641E+00    0.54969390E+02    0.52619526E+02    0.59182961E+02
    0.30244544E+03    0.49979673E+01    0.18085399E+02    0.23083367E+02    0.77905292E+02    0.27635371E+00    0.29630037E+00    0.54973022E+02    0.52623766E+02    0.59200923E+02
    0.30251356E+03    0.49986635E+01    0.18086653E+02    0.23085316E+02    0.77913909E+02    0.27637305E+00    0.29629262E+00    0.54976832E+02    0.52628210E+02    0.59207471E+02
    0.30258489E+03    0.49993920E+01    0.18087961E+02    0.23087353E+02    0.77877485E+02    0.27639335E+00    0.29645735E+00    0.54980807E+02    0.52632852E+02    0.59179792E+02
    0.30265959E+03    0.50001545E+01    0.18089330E+02    0.23089485E+02    0.77932303E+02    0.27641457E+00    0.29627618E+00    0.54984971E+02    0.52637714E+02    0.59221449E+02
    0.30273780E+03    0.50009526E+01    0.18090771E+02    0.23091723E+02    0.77937899E+02    0.27643667E+00    0.29628363E+00    0.54989350E+02    0.52642817E+02    0.59225701E+02
    0.30281970E+03    0.50017877E+01    0.18092271E+02    0.23094058E+02    0.77883981E+02    0.27645992E+00    0.29651872E+00    0.54993909E+02    0.52648140E+02    0.59184729E+02
    0.30290546E+03    0.50026616E+01    0.18093843E+02    0.23096504E+02    0.77962913E+02    0.27648420E+00    0.29624989E+00    0.54998687E+02    0.52653716E+02    0.59244710E+02
    0.30299526E+03    0.50035762E+01    0.18095493E+02    0.23099070E+02    0.77932017E+02    0.27650952E+00    0.29640025E+00    0.55003704E+02    0.52659564E+02    0.59221231E+02
    0.30308930E+03    0.50045332E+01    0.18097218E+02    0.23101751E+02    0.77954219E+02    0.27653605E+00    0.29635023E+00    0.55008946E+02    0.52665677E+02    0.59238103E+02
    0.30318776E+03    0.50055346E+01    0.18099025E+02    0.23104560E+02    0.77957118E+02    0.27656377E+00    0.29637524E+00    0.55014439E+02    0.52672080E+02    0.59240306E+02
    0.30329087E+03    0.50065825E+01    0.18100916E+02    0.23107498E+02    0.77964405E+02    0.27659277E+00    0.29638523E+00    0.55020186E+02    0.52678779E+02    0.59245843E+02
    0.30339883E+03    0.50076789E+01    0.18102896E+02    0.23110575E+02    0.77980860E+02    0.27662308E+00    0.29636215E+00    0.55026207E+02    0.52685794E+02    0.59258348E+02
    0.30351189E+03    0.50088261E+01    0.18104971E+02    0.23113797E+02    0.77985021E+02    0.27665475E+00    0.29638765E+00    0.55032511E+02    0.52693138E+02    0.59261509E+02
    0.30363027E+03    0.50100263E+01    0.18107141E+02    0.23117167E+02    0.77992893E+02    0.27668788E+00    0.29640094E+00    0.55039108E+02    0.52700821E+02    0.59267492E+02
    0.30375423E+03    0.50112820E+01    0.18109414E+02    0.23120696E+02    0.78012050E+02    0.27672248E+00    0.29637339E+00    0.55046017E+02    0.52708866E+02    0.59282050E+02
    0.30388403E+03    0.50125956E+01    0.18111794E+02    0.23124389E+02    0.78012877E+02    0.27675865E+00    0.29641759E+00    0.55053251E+02    0.52717286E+02    0.59282678E+02
    0.30401995E+03    0.50139699E+01    0.18114284E+02    0.23128254E+02    0.78031592E+02    0.27679647E+00    0.29639603E+00    0.55060822E+02    0.52726097E+02    0.59296899E+02
    0.30416228E+03    0.50154075E+01    0.18116894E+02    0.23132302E+02    0.78044436E+02    0.27683595E+00    0.29639911E+00    0.55068754E+02    0.52735324E+02    0.59306660E+02
    0.30431131E+03    0.50169112E+01    0.18119624E+02    0.23136535E+02    0.78047613E+02    0.27687723E+00    0.29644129E+00    0.55077053E+02    0.52744976E+02    0.59309074E+02
    0.30446737E+03    0.50184842E+01    0.18122483E+02    0.23140967E+02    0.78073793E+02    0.27692034E+00    0.29639866E+00    0.55085743E+02    0.52755079E+02    0.59328968E+02
    0.30463078E+03    0.50201293E+01    0.18125478E+02    0.23145607E+02    0.78079999E+02    0.27696535E+00    0.29643452E+00    0.55094845E+02    0.52765657E+02    0.59333684E+02
    0.30480189E+03    0.50218499E+01    0.18128611E+02    0.23150461E+02    0.78094642E+02    0.27701240E+00    0.29644108E+00    0.55104368E+02    0.52776721E+02    0.59344812E+02
    0.30498107E+03    0.50236494E+01    0.18131892E+02    0.23155541E+02    0.78114861E+02    0.27706151E+00    0.29642940E+00    0.55114343E+02    0.52788304E+02    0.59360176E+02
    0.30516869E+03    0.50255312E+01    0.18135326E+02    0.23160858E+02    0.78122838E+02    0.27711281E+00    0.29646718E+00    0.55124782E+02    0.52800424E+02    0.59366238E+02
    0.30536516E+03    0.50274990E+01    0.18138923E+02    0.23166422E+02    0.78149429E+02    0.27716635E+00    0.29643750E+00    0.55135713E+02    0.52813108E+02    0.59386445E+02
    0.30557088E+03    0.50295566E+01    0.18142688E+02    0.23172245E+02    0.78160104E+02    0.27722224E+00    0.29647152E+00    0.55147160E+02    0.52826384E+02    0.59394557E+02
    0.30578630E+03    0.50317080E+01    0.18146629E+02    0.23178337E+02    0.78179772E+02    0.27728060E+00    0.29647486E+00    0.55159137E+02    0.52840271E+02    0.59409502E+02
    0.30601187E+03    0.50339572E+01    0.18150754E+02    0.23184712E+02    0.78200095E+02    0.27734149E+00    0.29647933E+00    0.55171678E+02    0.52854805E+02    0.59424947E+02
    0.30624807E+03    0.50363086E+01    0.18155074E+02    0.23191383E+02    0.78220303E+02    0.27740501E+00    0.29648802E+00    0.55184808E+02    0.52870013E+02    0.59440303E+02
    0.30649541E+03    0.50387666E+01    0.18159596E+02    0.23198362E+02    0.78240266E+02    0.27747130E+00    0.29650158E+00    0.55198552E+02    0.52885925E+02    0.59455473E+02
    0.30675440E+03    0.50413359E+01    0.18164329E+02    0.23205665E+02    0.78262923E+02    0.27754044E+00    0.29650905E+00    0.55212939E+02    0.52902572E+02    0.59472690E+02
    0.30702560E+03    0.50440212E+01    0.18169284E+02    0.23213306E+02    0.78286830E+02    0.27761254E+00    0.29651610E+00    0.55228002E+02    0.52919991E+02    0.59490857E+02
    0.30730957E+03    0.50468276E+01    0.18174472E+02    0.23221299E+02    0.78309910E+02    0.27768772E+00    0.29653079E+00    0.55243769E+02    0.52938214E+02    0.59508396E+02
    0.30760693E+03    0.50497604E+01    0.18179901E+02    0.23229662E+02    0.78335586E+02    0.27776610E+00    0.29654034E+00    0.55260274E+02    0.52957278E+02    0.59527907E+02
    0.30791831E+03    0.50528248E+01    0.18185585E+02    0.23238410E+02    0.78361366E+02    0.27784780E+00    0.29655442E+00    0.55277549E+02    0.52977221E+02    0.59547498E+02
    0.30824436E+03    0.50560265E+01    0.18191535E+02    0.23247561E+02    0.78391543E+02    0.27793293E+00    0.29655701E+00    0.55295635E+02    0.52998085E+02    0.59570430E+02
    0.30858578E+03    0.50593714E+01    0.18197763E+02    0.23257134E+02    0.78417319E+02    0.27802162E+00    0.29658160E+00    0.55314566E+02    0.53019908E+02    0.59590016E+02
    0.30894328E+03    0.50628654E+01    0.18204281E+02    0.23267147E+02    0.78450775E+02    0.27811399E+00    0.29658275E+00    0.55334380E+02    0.53042734E+02    0.59615440E+02
    0.30931764E+03    0.50665149E+01    0.18211105E+02    0.23277620E+02    0.78480389E+02    0.27821018E+00    0.29660429E+00    0.55355121E+02    0.53066610E+02    0.59637945E+02
    0.30970964E+03    0.50703263E+01    0.18218247E+02    0.23288573E+02    0.78514846E+02    0.27831033E+00    0.29661362E+00    0.55376829E+02    0.53091580E+02    0.59664129E+02
    0.31012011E+03    0.50743064E+01    0.18225722E+02    0.23300029E+02    0.78549406E+02    0.27841456E+00    0.29662896E+00    0.55399552E+02    0.53117696E+02    0.59690391E+02
    0.31054993E+03    0.50784621E+01    0.18233546E+02    0.23312008E+02    0.78585286E+02    0.27852301E+00    0.29664596E+00    0.55423333E+02    0.53145005E+02    0.59717657E+02
    0.31100000E+03    0.50828006E+01    0.18241735E+02    0.23324535E+02    0.78624576E+02    0.27863582E+00    0.29665706E+00    0.55448224E+02    0.53173564E+02    0.59747513E+02
    0.31147129E+03    0.50873294E+01    0.18250305E+02    0.23337635E+02    0.78663892E+02    0.27875311E+00    0.29667531E+00    0.55474276E+02    0.53203428E+02    0.59777390E+02
    0.31196478E+03    0.50920562E+01    0.18259275E+02    0.23351331E+02    0.78706100E+02    0.27887505E+00    0.29669024E+00    0.55501541E+02    0.53234652E+02    0.59809464E+02
    0.31248154E+03    0.50969890E+01    0.18268662E+02    0.23365651E+02    0.78749003E+02    0.27900177E+00    0.29671044E+00    0.55530074E+02    0.53267297E+02    0.59842066E+02
    0.31302264E+03    0.51021360E+01    0.18278486E+02    0.23380622E+02    0.78795851E+02    0.27913340E+00    0.29672403E+00    0.55559936E+02    0.53301427E+02    0.59877667E+02
    0.31358925E+03    0.51075057E+01    0.18288767E+02    0.23396273E+02    0.78843101E+02    0.27927009E+00    0.29674471E+00    0.55591186E+02    0.53337107E+02    0.59913573E+02
    0.31418257E+03    0.51131069E+01    0.18299525E+02    0.23412632E+02    0.78892992E+02    0.27941200E+00    0.29676441E+00    0.55623887E+02    0.53374401E+02    0.59951485E+02
    0.31480384E+03    0.51189485E+01    0.18310784E+02    0.23429732E+02    0.78946798E+02    0.27955922E+00    0.29677876E+00    0.55658109E+02    0.53413385E+02    0.59992373E+02
    0.31545440E+03    0.51250399E+01    0.18322565E+02    0.23447605E+02    0.79000075E+02    0.27971193E+00    0.29680484E+00    0.55693919E+02    0.53454129E+02    0.60032858E+02
    0.31613561E+03    0.51313907E+01    0.18334892E+02    0.23466282E+02    0.79058647E+02    0.27987025E+00    0.29682120E+00    0.55731388E+02    0.53496709E+02    0.60077368E+02
    0.31684893E+03    0.51380107E+01    0.18347790E+02    0.23485800E+02    0.79117679E+02    0.28003432E+00    0.29684643E+00    0.55770593E+02    0.53541205E+02    0.60122227E+02
    0.31759587E+03    0.51449101E+01    0.18361285E+02    0.23506195E+02    0.79181662E+02    0.28020425E+00    0.29686413E+00    0.55811614E+02    0.53587699E+02    0.60170848E+02
    0.31837801E+03    0.51520993E+01    0.18375405E+02    0.23527504E+02    0.79246226E+02    0.28038018E+00    0.29689116E+00    0.55854533E+02    0.53636277E+02    0.60219910E+02
    0.31919701E+03    0.51595889E+01    0.18390176E+02    0.23549765E+02    0.79315592E+02    0.28056223E+00    0.29691218E+00    0.55899433E+02    0.53687027E+02    0.60272622E+02
    0.32005461E+03    0.51673899E+01    0.18405630E+02    0.23573020E+02    0.79387275E+02    0.28075050E+00    0.29693701E+00    0.55946407E+02    0.53740042E+02    0.60327095E+02
    0.32095262E+03    0.51755136E+01    0.18421797E+02    0.23597311E+02    0.79462480E+02    0.28094510E+00    0.29696167E+00    0.55995548E+02    0.53795417E+02    0.60384244E+02
    0.32189296E+03    0.51839714E+01    0.18438708E+02    0.23622680E+02    0.79540989E+02    0.28114612E+00    0.29698750E+00    0.56046953E+02    0.53853252E+02    0.60443904E+02
    0.32287762E+03    0.51927751E+01    0.18456398E+02    0.23649173E+02    0.79623303E+02    0.28135366E+00    0.29701322E+00    0.56100724E+02    0.53913650E+02    0.60506455E+02
    0.32390868E+03    0.52019368E+01    0.18474901E+02    0.23676838E+02    0.79708800E+02    0.28156778E+00    0.29704170E+00    0.56156964E+02    0.53976717E+02    0.60571424E+02
    0.32498833E+03    0.52114688E+01    0.18494253E+02    0.23705721E+02    0.79799034E+02    0.28178856E+00    0.29706777E+00    0.56215787E+02    0.54042564E+02    0.60639994E+02
    0.32611886E+03    0.52213835E+01    0.18514492E+02    0.23735875E+02    0.79892411E+02    0.28201603E+00    0.29709800E+00    0.56277306E+02    0.54111306E+02    0.60710952E+02
    0.32730268E+03    0.52316938E+01    0.18535657E+02    0.23767350E+02    0.79990864E+02    0.28225025E+00    0.29712581E+00    0.56341640E+02    0.54183062E+02    0.60785768E+02
    0.32854229E+03    0.52424127E+01    0.18557789E+02    0.23800202E+02    0.80093027E+02    0.28249123E+00    0.29715698E+00    0.56408915E+02    0.54257954E+02    0.60863402E+02
    0.32984032E+03    0.52535535E+01    0.18580931E+02    0.23834485E+02    0.80200180E+02    0.28273898E+00    0.29718742E+00    0.56479258E+02    0.54336109E+02    0.60944829E+02
    0.33119952E+03    0.52651296E+01    0.18605127E+02    0.23870257E+02    0.80311960E+02    0.28299348E+00    0.29721920E+00    0.56552805E+02    0.54417660E+02    0.61029771E+02
    0.33262278E+03    0.52771548E+01    0.18630422E+02    0.23907577E+02    0.80428668E+02    0.28325471E+00    0.29725193E+00    0.56629693E+02    0.54502740E+02    0.61118459E+02
    0.33411311E+03    0.52896430E+01    0.18656865E+02    0.23946508E+02    0.80550749E+02    0.28352260E+00    0.29728473E+00    0.56710070E+02    0.54591492E+02    0.61211230E+02
    0.33567369E+03    0.53026082E+01    0.18684505E+02    0.23987113E+02    0.80677948E+02    0.28379710E+00    0.29731932E+00    0.56794084E+02    0.54684060E+02    0.61307889E+02
    0.33730781E+03    0.53160648E+01    0.18713392E+02    0.24029457E+02    0.80810863E+02    0.28407810E+00    0.29735429E+00    0.56881891E+02    0.54780593E+02    0.61408892E+02
    0.33901894E+03    0.53300272E+01    0.18743580E+02    0.24073608E+02    0.80949557E+02    0.28436548E+00    0.29739023E+00    0.56973653E+02    0.54881245E+02    0.61514287E+02
    0.34081072E+03    0.53445102E+01    0.18775125E+02    0.24119635E+02    0.81094286E+02    0.28465910E+00    0.29742706E+00    0.57069536E+02    0.54986174E+02    0.61624268E+02
    0.34268694E+03    0.53595284E+01    0.18808082E+02    0.24167610E+02    0.81245175E+02    0.28495880E+00    0.29746517E+00    0.57169713E+02    0.55095544E+02    0.61738930E+02
    0.34465158E+03    0.53750968E+01    0.18842510E+02    0.24217606E+02    0.81402622E+02    0.28526438E+00    0.29750401E+00    0.57274361E+02    0.55209522E+02    0.61858575E+02
    0.34670882E+03    0.53912306E+01    0.18878470E+02    0.24269700E+02    0.81566797E+02    0.28557562E+00    0.29754387E+00    0.57383666E+02    0.55328282E+02    0.61983333E+02
    0.34886301E+03    0.54079449E+01    0.18916023E+02    0.24323968E+02    0.81737744E+02    0.28589227E+00    0.29758551E+00    0.57497816E+02    0.55451998E+02    0.62113238E+02
    0.35111872E+03    0.54252551E+01    0.18955235E+02    0.24380490E+02    0.81916125E+02    0.28621407E+00    0.29762748E+00    0.57617006E+02    0.55580853E+02    0.62248791E+02
    0.35348075E+03    0.54431766E+01    0.18996171E+02    0.24439347E+02    0.82101580E+02    0.28654073E+00    0.29767207E+00    0.57741435E+02    0.55715031E+02    0.62389720E+02
    0.35595409E+03    0.54617251E+01    0.19038898E+02    0.24500623E+02    0.82295099E+02    0.28687192E+00    0.29771667E+00    0.57871310E+02    0.55854723E+02    0.62536777E+02
    0.35854399E+03    0.54809163E+01    0.19083486E+02    0.24564402E+02    0.82496167E+02    0.28720729E+00    0.29776416E+00    0.58006841E+02    0.56000121E+02    0.62689570E+02
    0.36125596E+03    0.55007658E+01    0.19130004E+02    0.24630770E+02    0.82705544E+02    0.28754650E+00    0.29781280E+00    0.58148240E+02    0.56151422E+02    0.62848677E+02
    0.36409573E+03    0.55212896E+01    0.19178526E+02    0.24699815E+02    0.82923169E+02    0.28788916E+00    0.29786386E+00    0.58295727E+02    0.56308826E+02    0.63014052E+02
    0.36706934E+03    0.55425037E+01    0.19229123E+02    0.24771627E+02    0.83149659E+02    0.28823486E+00    0.29791615E+00    0.58449525E+02    0.56472537E+02    0.63186164E+02
    0.37018310E+03    0.55644240E+01    0.19281871E+02    0.24846295E+02    0.83384668E+02    0.28858320E+00    0.29797198E+00    0.58609859E+02    0.56642760E+02    0.63364749E+02
    0.37344360E+03    0.55870669E+01    0.19336843E+02    0.24923910E+02    0.83628893E+02    0.28893377E+00    0.29802989E+00    0.58776954E+02    0.56819701E+02    0.63550339E+02
    0.37685776E+03    0.56104484E+01    0.19394116E+02    0.25004564E+02    0.83882472E+02    0.28928612E+00    0.29809045E+00    0.58951042E+02    0.57003570E+02    0.63743035E+02
    0.38043282E+03    0.56345848E+01    0.19453762E+02    0.25088346E+02    0.84144857E+02    0.28963986E+00    0.29815662E+00    0.59132345E+02    0.57194572E+02    0.63942424E+02
    0.38417638E+03    0.56594926E+01    0.19515866E+02    0.25175359E+02    0.84419644E+02    0.28999443E+00    0.29821683E+00    0.59321120E+02    0.57392936E+02    0.64151237E+02
    0.38809636E+03    0.56851880E+01    0.19580467E+02    0.25265655E+02    0.84693796E+02    0.29034997E+00    0.29831766E+00    0.59517482E+02    0.57598786E+02    0.64359567E+02
    0.39220108E+03    0.57116876E+01    0.19647783E+02    0.25359470E+02    0.85017583E+02    0.29070393E+00    0.29828501E+00    0.59722098E+02    0.57812660E+02    0.64605616E+02
    0.39649926E+03    0.57390079E+01    0.19717315E+02    0.25456322E+02    0.85201165E+02    0.29106438E+00    0.29877904E+00    0.59933450E+02    0.58033456E+02    0.64745121E+02
    0.40100000E+03    0.57671609E+01    0.19790204E+02    0.25557365E+02    0.85749784E+02    0.29141493E+00    0.29804583E+00    0.60155007E+02    0.58263806E+02    0.65162022E+02
    0.40571285E+03    0.57961759E+01    0.19865998E+02    0.25662174E+02    0.85846291E+02    0.29176364E+00    0.29893166E+00    0.60385393E+02    0.58502742E+02    0.65235358E+02
    0.41064782E+03    0.58260565E+01    0.19943926E+02    0.25769982E+02    0.86288001E+02    0.29212184E+00    0.29865082E+00    0.60622266E+02    0.58748515E+02    0.65571018E+02
    0.41581536E+03    0.58568230E+01    0.20025294E+02    0.25882117E+02    0.86603256E+02    0.29247126E+00    0.29885848E+00    0.60869595E+02    0.59004152E+02    0.65810583E+02
    0.42122644E+03    0.58884915E+01    0.20109515E+02    0.25998007E+02    0.86965748E+02    0.29282116E+00    0.29894536E+00    0.61125596E+02    0.59268348E+02    0.66086044E+02
    0.42689254E+03    0.59210777E+01    0.20196819E+02    0.26117896E+02    0.87328875E+02    0.29316883E+00    0.29907515E+00    0.61390967E+02    0.59541664E+02    0.66361988E+02
    0.43282567E+03    0.59545968E+01    0.20287201E+02    0.26241798E+02    0.87705153E+02    0.29351495E+00    0.29920474E+00    0.61665697E+02    0.59824125E+02    0.66647924E+02
    0.43903843E+03    0.59890639E+01    0.20380714E+02    0.26369778E+02    0.88091058E+02    0.29385937E+00    0.29934682E+00    0.61949943E+02    0.60115885E+02    0.66941177E+02
    0.44554398E+03    0.60244930E+01    0.20477386E+02    0.26501879E+02    0.88487509E+02    0.29420225E+00    0.29949853E+00    0.62243789E+02    0.60417039E+02    0.67242444E+02
    0.45235612E+03    0.60608977E+01    0.20577239E+02    0.26638137E+02    0.88893884E+02    0.29454378E+00    0.29966220E+00    0.62547307E+02    0.60727670E+02    0.67551251E+02
    0.45948932E+03    0.60982905E+01    0.20680287E+02    0.26778578E+02    0.89310285E+02    0.29488423E+00    0.29983756E+00    0.62860535E+02    0.61047836E+02    0.67867678E+02
    0.46695869E+03    0.61366830E+01    0.20786533E+02    0.26923216E+02    0.89736289E+02    0.29522398E+00    0.30002596E+00    0.63183484E+02    0.61377573E+02    0.68191403E+02
    0.47478008E+03    0.61760852E+01    0.20895969E+02    0.27072055E+02    0.90171665E+02    0.29556347E+00    0.30022796E+00    0.63516131E+02    0.61716884E+02    0.68522249E+02
    0.48297009E+03    0.62165057E+01    0.21008576E+02    0.27225082E+02    0.90616069E+02    0.29590324E+00    0.30044431E+00    0.63858414E+02    0.62065744E+02    0.68859955E+02
    0.49154607E+03    0.62579514E+01    0.21124322E+02    0.27382273E+02    0.91069109E+02    0.29624390E+00    0.30067575E+00    0.64210238E+02    0.62424097E+02    0.69204225E+02
